Name,Hours,Address,Street,City,State,Zip Code,Latitude,Longitude
Minute Market,Mon-Sun: 10:00am - 8:00pm,"2608 E Barnett Road, West Linn, OR, 97068",2608 E Barnett Road,West Linn,OR,97068,42.3161512,-122.8347415
Minute Market,Mon-Sun: 10:00am - 8:00pm,"1399 Stewart Ave, West Linn, OR, 97068",1399 Stewart Ave,West Linn,OR,97068,45.34790940000001,-122.6806308
Plaid Pantry,Mon-Sun: 10:00am - 8:00pm,"1346 Leland Road, West Linn, OR, 97068",1346 Leland Road,West Linn,OR,97068,45.336067,-122.6055349
Plaid Pantry,Mon-Sun: 10:00am - 8:00pm,"6440 SE 82nd Ave, West Linn, OR, 97068",6440 SE 82nd Ave,West Linn,OR,97068,45.47606469999999,-122.5786727
Halsey Market,Mon-Sun: 10:00am - 8:00pm,"17144 NE Halsey St, West Linn, OR, 97068",17144 NE Halsey St,West Linn,OR,97068,45.53431519999999,-122.4864825
102nd St. Market,Mon-Sun: 10:00am - 8:00pm,"4646 NE 102nd Ave, West Linn, OR, 97068",4646 NE 102nd Ave,West Linn,OR,97068,45.5570165,-122.5573983
Stop N Go Mini Mart,Mon-Sun: 10:00am - 8:00pm,"2858 N Williams Ave, West Linn, OR, 97068",2858 N Williams Ave,West Linn,OR,97068,45.5436479,-122.666408
Plaid Pantry,Mon-Sun: 10:00am - 8:00pm,"4030 SE Cesar Estrada Chavez Blvd, West Linn, OR, 97068",4030 SE Cesar Estrada Chavez Blvd,West Linn,OR,97068,45.493542,-122.6223051
Plaid Pantry,Mon-Sun: 10:00am - 8:00pm,"14751 SE McLoughlin Blvd, West Linn, OR, 97068",14751 SE McLoughlin Blvd,West Linn,OR,97068,45.4160161,-122.6324359
Plaid Pantry,Mon-Sun: 10:00am - 8:00pm,"16226 SE Division St., West Linn, OR, 97068",16226 SE Division St.,West Linn,OR,97068,45.5042325,-122.4961469
Plaid Pantry,Mon-Sun: 10:00am - 8:00pm,"6039 NE Win Sivers Dr, West Linn, OR, 97068",6039 NE Win Sivers Dr,West Linn,OR,97068,45.56682780000001,-122.5379828
Plaid Pantry,Mon-Sun: 10:00am - 8:00pm,"2730 N Lombard St, West Linn, OR, 97068",2730 N Lombard St,West Linn,OR,97068,45.57679359999999,-122.6951678
Plaid Pantry,Mon-Sun: 10:00am - 8:00pm,"6060 NE Columbia Blvd, West Linn, OR, 97068",6060 NE Columbia Blvd,West Linn,OR,97068,45.5682999,-122.5996726
Plaid Pantry,Mon-Sun: 10:00am - 8:00pm,"1305 SW 11th Ave, West Linn, OR, 97068",1305 SW 11th Ave,West Linn,OR,97068,45.5162539,-122.6858196
Plaid Pantry,Mon-Sun: 10:00am - 8:00pm,"10355 NE Halsey St, West Linn, OR, 97068",10355 NE Halsey St,West Linn,OR,97068,45.5338372,-122.5559413
Plaid Pantry,Mon-Sun: 10:00am - 8:00pm,"7210 SE Milwaukie Ave., West Linn, OR, 97068",7210 SE Milwaukie Ave.,West Linn,OR,97068,45.4721385,-122.6481633
Plaid Pantry,Mon-Sun: 10:00am - 8:00pm,"4516 SW Vermont St, West Linn, OR, 97068",4516 SW Vermont St,West Linn,OR,97068,45.4759555,-122.7234313
Holgate Market,Mon-Sun: 10:00am - 8:00pm,"4434 SE 112th Ave, West Linn, OR, 97068",4434 SE 112th Ave,West Linn,OR,97068,45.4901677,-122.5477148
Hollywood Food Mart,Mon-Sun: 10:00am - 8:00pm,"1510 NE 42nd Ave, West Linn, OR, 97068",1510 NE 42nd Ave,West Linn,OR,97068,45.5340232,-122.6201231
Stan's Food & Deli,Mon-Sun: 10:00am - 8:00pm,"5020 NE 82nd Ave, West Linn, OR, 97068",5020 NE 82nd Ave,West Linn,OR,97068,45.5595027,-122.5782512
Cruise 'N Market and Deli,Mon-Sun: 10:00am - 8:00pm,"843 NW 5th St Suite C, West Linn, OR, 97068",843 NW 5th St Suite C,West Linn,OR,97068,45.34790940000001,-122.6806308
Plaid Pantry,Mon-Sun: 10:00am - 8:00pm,"1504 Broadway St, West Linn, OR, 97068",1504 Broadway St,West Linn,OR,97068,45.3646129,-122.6145744
Plaid Pantry,Mon-Sun: 10:00am - 8:00pm,"4617 Silverton Rd NE, West Linn, OR, 97068",4617 Silverton Rd NE,West Linn,OR,97068,44.9702135,-122.9697307
Plaid Pantry,Mon-Sun: 10:00am - 8:00pm,"3105 River Road S, West Linn, OR, 97068",3105 River Road S,West Linn,OR,97068,45.3928632,-122.6395445
Plaid Pantry,Mon-Sun: 10:00am - 8:00pm,"2505 State St, West Linn, OR, 97068",2505 State St,West Linn,OR,97068,44.932699,-123.009673
Plaid Pantry,Mon-Sun: 10:00am - 8:00pm,"19405 SW Boones Ferry Rd, West Linn, OR, 97068",19405 SW Boones Ferry Rd,West Linn,OR,97068,45.3795717,-122.7649653
West Linn Liquor Store,Mon-Sun: 10:00am - 8:00pm,"19373 Willamette Dr., West Linn, OR, 97068",19373 Willamette Dr.,West Linn,OR,97068,45.3846754,-122.639503
Sunrise Mart,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","1510 West Tilghman Street, York, PA, 17402",1510 West Tilghman Street,York,PA,17402,40.6070705,-75.4933858
Fe Fi's Grocery,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","1313 Valley View Blvd, York, PA, 17402",1313 Valley View Blvd,York,PA,17402,39.9472512,-76.6851939
To Go Mart,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","4612 Edgmont Ave, York, PA, 17402",4612 Edgmont Ave,York,PA,17402,39.8748244,-75.3931116
Lukoil,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","729 Highland Ave, York, PA, 17402",729 Highland Ave,York,PA,17402,39.9603271,-76.7598865
Supermart,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","809 Lincoln Hwy E, York, PA, 17402",809 Lincoln Hwy E,York,PA,17402,39.9703731,-76.71226539999999
Palmer Express Mini Mart,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","2911 Old Nazareth Rd., York, PA, 17402",2911 Old Nazareth Rd.,York,PA,17402,40.6944659,-75.261802
Millenium Gas,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","630 Carlisle St, York, PA, 17402",630 Carlisle St,York,PA,17402,39.8096194,-76.99044839999999
Gulf Gas Station,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","540 W Dekalb Pike, York, PA, 17402",540 W Dekalb Pike,York,PA,17402,40.0896198,-75.3794056
Oxford Valley Mall,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","2300 Lincoln Hwy, York, PA, 17402",2300 Lincoln Hwy,York,PA,17402,39.9514551,-76.7748818
Lehigh Mart & Tobacco Outlet,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","325 E Main St, York, PA, 17402",325 E Main St,York,PA,17402,39.7273909,-76.4403785
Monroeville Mall,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","200 Mall Cir Dr, York, PA, 17402",200 Mall Cir Dr,York,PA,17402,39.914264,-76.67985329999999
Philadelphia Mills,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","1455 Franklin Mills Cir, York, PA, 17402",1455 Franklin Mills Cir,York,PA,17402,40.0874923,-74.96162269999999
Circle K,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","2903 Brighton Rd, York, PA, 17402",2903 Brighton Rd,York,PA,17402,39.9631936,-76.6726595
South Hills Village,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","301 South Hills Village, York, PA, 17402",301 South Hills Village,York,PA,17402,40.3423193,-80.0561022
Ross Park Mall,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","1000 Ross Park Mall Drive, York, PA, 17402",1000 Ross Park Mall Drive,York,PA,17402,40.5439917,-80.0074183
D Pure Convenience Store,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","100 Fifth Ave. #102, York, PA, 17402",100 Fifth Ave. #102,York,PA,17402,39.9753839,-76.7301533
Howard's Auto Service,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","958 N 13th St, York, PA, 17402",958 N 13th St,York,PA,17402,39.9710285,-75.1574892
5th & Spruce Market,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","246 S 5th St, York, PA, 17402",246 S 5th St,York,PA,17402,40.330804,-75.9283729
Thorndale Exxon,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","3727 Lincoln Hwy E, York, PA, 17402",3727 Lincoln Hwy E,York,PA,17402,39.9854356,-76.6468433
York Galleria,"Mon-Thu: 11:00am - 7:00pm, Fri-Sat: 11:00am - 8:00pm, Sun: 11:00am - 5:00pm","2899 Whiteford Rd, York, PA, 17402",2899 Whiteford Rd,York,PA,17402,39.9893606,-76.67562509999999
V Go,24/7,"2295 Jefferson Davis Hwy, Spartanburg, SC, 29303",2295 Jefferson Davis Hwy,Spartanburg,SC,29303,34.2767429,-80.56237709999999
V-Go,24/7,"2314 Ashley River Rd, Spartanburg, SC, 29303",2314 Ashley River Rd,Spartanburg,SC,29303,32.8220679,-80.0362237
BP,24/7,"1924 Sam Rittenberg Blvd, Spartanburg, SC, 29303",1924 Sam Rittenberg Blvd,Spartanburg,SC,29303,32.797861,-80.0240616
Speedmart,24/7,"1914 Augusta Rd, Spartanburg, SC, 29303",1914 Augusta Rd,Spartanburg,SC,29303,34.9218931,-81.997586
King Fuel,24/7,"5403 Two Notch Road, Spartanburg, SC, 29303",5403 Two Notch Road,Spartanburg,SC,29303,34.0503007,-80.9850137
Circle K,24/7,"6122 Garners Ferry Rd, Spartanburg, SC, 29303",6122 Garners Ferry Rd,Spartanburg,SC,29303,33.9815134,-80.96463659999999
Circle K,24/7,"4760 Forest Dr, Spartanburg, SC, 29303",4760 Forest Dr,Spartanburg,SC,29303,34.95303579999999,-81.9443392
One Stop,24/7,"2020 Gervais, Spartanburg, SC, 29303",2020 Gervais,Spartanburg,SC,29303,34.9803527,-81.9425701
Circle K,24/7,"2220 Broad River Rd, Spartanburg, SC, 29303",2220 Broad River Rd,Spartanburg,SC,29303,34.0406073,-81.09457280000001
Shell,24/7,"247 N Irby St, Spartanburg, SC, 29303",247 N Irby St,Spartanburg,SC,29303,34.2180911,-79.7626421
C Mart,24/7,"2015 S Irby St, Spartanburg, SC, 29303",2015 S Irby St,Spartanburg,SC,29303,34.1567201,-79.7680681
Exxon Shop,24/7,"1901 W Lucas St, Spartanburg, SC, 29303",1901 W Lucas St,Spartanburg,SC,29303,34.2282104,-79.7967639
Exxon,24/7,"1389 Celebration Blvd, Spartanburg, SC, 29303",1389 Celebration Blvd,Spartanburg,SC,29303,34.1656987,-79.8279798
Haywood Mall,24/7,"700 Haywood Road, Spartanburg, SC, 29303",700 Haywood Road,Spartanburg,SC,29303,34.8499469,-82.33202949999999
BP,24/7,"777 E Faris Road, Spartanburg, SC, 29303",777 E Faris Road,Spartanburg,SC,29303,34.832106,-82.3735131
Circle K,24/7,"820 Church St, Spartanburg, SC, 29303",820 Church St,Spartanburg,SC,29303,34.9660033,-81.941665
MM Market,24/7,"784 Easley Bridge Road, Spartanburg, SC, 29303",784 Easley Bridge Road,Spartanburg,SC,29303,34.8385015,-82.4298002
Sunoco,24/7,"2350 E North Street, Spartanburg, SC, 29303",2350 E North Street,Spartanburg,SC,29303,34.8683773,-82.35852419999999
Coastal Pantry,24/7,"1611 S Kings Hwy, Spartanburg, SC, 29303",1611 S Kings Hwy,Spartanburg,SC,29303,33.6748133,-78.9045785
Coastal Grand Mall,24/7,"2000 Coastal Grand Circle, Spartanburg, SC, 29303",2000 Coastal Grand Circle,Spartanburg,SC,29303,33.7024814,-78.9234243
Sky Mart,24/7,"4881 Rivers Ave, Spartanburg, SC, 29303",4881 Rivers Ave,Spartanburg,SC,29303,32.8807692,-80.0071147
Ashley MOBIL,24/7,"3617 Ashley Phosphate Rd, Spartanburg, SC, 29303",3617 Ashley Phosphate Rd,Spartanburg,SC,29303,32.9253349,-80.0816256
Northwoods Mall,24/7,"2150 Northwoods Blvd, Spartanburg, SC, 29303",2150 Northwoods Blvd,Spartanburg,SC,29303,32.944607,-80.044319
Elliot Exxon,24/7,"1308 Cherry Road, Spartanburg, SC, 29303",1308 Cherry Road,Spartanburg,SC,29303,34.953128,-81.015093
Citgo,24/7,"3900 S Church St Ext, Spartanburg, SC, 29303",3900 S Church St Ext,Spartanburg,SC,29303,34.8933461,-81.95563380000002
Marathon,24/7,"2445 Country Club Rd, Spartanburg, SC, 29303",2445 Country Club Rd,Spartanburg,SC,29303,34.9364872,-81.87885899999999
Westgate Mall,24/7,"205 W Blackstock Rd, Spartanburg, SC, 29303",205 W Blackstock Rd,Spartanburg,SC,29303,34.9431046,-81.9937884
Circle K,24/7,"1245 Asheville Highway, Spartanburg, SC, 29303",1245 Asheville Highway,Spartanburg,SC,29303,34.9750903,-81.9576795
Empire Mall,"Mon-Sat: 10:00am - 9:00pm, Sun: 11:00am - 6:00pm","5000 W Empire Mall, Sioux Falls, SD, 57106",5000 W Empire Mall,Sioux Falls,SD,57106,43.5103141,-96.7757826
Citgo,Mon-Sun: 6am-12am,"13001 Old Hickory Blvd, Nashville, TN, 37216",13001 Old Hickory Blvd,Nashville,TN,37216,36.0165517,-86.6193764
Victory Fuel,Mon-Sun: 6am-12am,"3410 Brainerd Rd, Nashville, TN, 37216",3410 Brainerd Rd,Nashville,TN,37216,35.0263268,-85.2526267
Northgate Mall,Mon-Sun: 6am-12am,"271 Northgate Mall, Nashville, TN, 37216",271 Northgate Mall,Nashville,TN,37216,35.1300842,-85.24002159999999
Hamilton Place Mall,Mon-Sun: 6am-12am,"2100 Hamilton Place Blvd, Nashville, TN, 37216",2100 Hamilton Place Blvd,Nashville,TN,37216,36.0637653,-86.6205734
J & R Liquors,Mon-Sun: 6am-12am,"2121 E 23rd St #5800, Nashville, TN, 37216",2121 E 23rd St #5800,Nashville,TN,37216,36.164298,-86.87136269999999
Sunrise Market,Mon-Sun: 6am-12am,"6701 Ringgold Rd, Nashville, TN, 37216",6701 Ringgold Rd,Nashville,TN,37216,34.990307,-85.198908
Marathon,Mon-Sun: 6am-12am,"901 Crossland Ave, Nashville, TN, 37216",901 Crossland Ave,Nashville,TN,37216,36.5198107,-87.3472657
Island Oasis,Mon-Sun: 6am-12am,"540 Inman St W, Nashville, TN, 37216",540 Inman St W,Nashville,TN,37216,35.1620078,-84.88071860000001
Marathon Market,Mon-Sun: 6am-12am,"400 S James Campbell Blvd # A, Nashville, TN, 37216",400 S James Campbell Blvd # A,Nashville,TN,37216,35.5916045,-87.0482146
Tobacco & Beverage Mart,Mon-Sun: 6am-12am,"65 Lantana Road, Nashville, TN, 37216",65 Lantana Road,Nashville,TN,37216,36.2392068,-86.7543762
Citgo Food Mart,Mon-Sun: 6am-12am,"2332 TN-46, Nashville, TN, 37216",2332 TN-46,Nashville,TN,37216,36.0210543,-87.33919540000001
Old Hickory Mall,Mon-Sun: 6am-12am,"2021 N Highland Ave, Nashville, TN, 37216",2021 N Highland Ave,Nashville,TN,37216,36.2002935,-86.7302921
Tri City Wholesale Tobacco,Mon-Sun: 6am-12am,"4726 N Roan St, Nashville, TN, 37216",4726 N Roan St,Nashville,TN,37216,36.3920853,-82.4110674
AAA Package Store,Mon-Sun: 6am-12am,"910 W Market St, Nashville, TN, 37216",910 W Market St,Nashville,TN,37216,36.2130528,-86.72654829999999
Tri City Wholesale Tobacco,Mon-Sun: 6am-12am,"2518 S Roan St, Nashville, TN, 37216",2518 S Roan St,Nashville,TN,37216,36.297077,-82.3331717
Shell,Mon-Sun: 6am-12am,"3104 Memorial Blvd, Nashville, TN, 37216",3104 Memorial Blvd,Nashville,TN,37216,35.8986153,-86.38257879999999
Woodsmith Market & Deli,Mon-Sun: 6am-12am,"2240 Woods-Smith Rd, Nashville, TN, 37216",2240 Woods-Smith Rd,Nashville,TN,37216,35.97449599999999,-84.0311559
Tazewell Pike Mart,Mon-Sun: 6am-12am,"5417 Tazewell Pike A, Nashville, TN, 37216",5417 Tazewell Pike A,Nashville,TN,37216,36.062191,-83.8867741
West Town Mall,Mon-Sun: 6am-12am,"7600 Kingston Pike, Nashville, TN, 37216",7600 Kingston Pike,Nashville,TN,37216,35.9244853,-84.03839719999999
Citgo Gas,Mon-Sun: 6am-12am,"4801 N Broadway, Nashville, TN, 37216",4801 N Broadway,Nashville,TN,37216,36.1580603,-86.7840281
Western Ave Shell,Mon-Sun: 6am-12am,"4418 Western Ave, Nashville, TN, 37216",4418 Western Ave,Nashville,TN,37216,35.9719367,-83.98547239999999
EZ Food Mart,Mon-Sun: 6am-12am,"2310 E Magnolia Ave, Nashville, TN, 37216",2310 E Magnolia Ave,Nashville,TN,37216,35.98192239999999,-83.899433
Zips Mart,Mon-Sun: 6am-12am,"1110 S Maple St, Nashville, TN, 37216",1110 S Maple St,Nashville,TN,37216,36.2289273,-86.7458953
Southern Spirits Discount Liquor,Mon-Sun: 6am-12am,"1150 Sparta Pike, Nashville, TN, 37216",1150 Sparta Pike,Nashville,TN,37216,36.18997050000001,-86.27160549999999
Circle K,Mon-Sun: 6am-12am,"1834 Madison Ave #2616, Nashville, TN, 37216",1834 Madison Ave #2616,Nashville,TN,37216,35.1381216,-90.00012579999999
Millenium Food Mart,Mon-Sun: 6am-12am,"946 S Pkwy E, Nashville, TN, 37216",946 S Pkwy E,Nashville,TN,37216,35.1101977,-90.03075729999999
Winchester Food Mart,Mon-Sun: 6am-12am,"1707 Winchester Rd, Nashville, TN, 37216",1707 Winchester Rd,Nashville,TN,37216,36.0694587,-86.57930789999999
Fill 'N' Save,Mon-Sun: 6am-12am,"2690 N Watkins St, Nashville, TN, 37216",2690 N Watkins St,Nashville,TN,37216,35.1990037,-90.00732269999999
Express Mart,Mon-Sun: 6am-12am,"3888 Macon Rd, Nashville, TN, 37216",3888 Macon Rd,Nashville,TN,37216,35.1628219,-89.9310532
Cash Express,Mon-Sun: 6am-12am,"3233 Ridgeway Rd, Nashville, TN, 37216",3233 Ridgeway Rd,Nashville,TN,37216,35.0605163,-89.8573404
Q Mart,Mon-Sun: 6am-12am,"3580 S Mendenhall Rd, Nashville, TN, 37216",3580 S Mendenhall Rd,Nashville,TN,37216,35.0509367,-89.8853364
Kangaroo Express,Mon-Sun: 6am-12am,"10576 Lebanon Rd, Nashville, TN, 37216",10576 Lebanon Rd,Nashville,TN,37216,36.2306102,-86.5022037
Kangaroo Express,Mon-Sun: 6am-12am,"2374 Old Fort Parkway, Nashville, TN, 37216",2374 Old Fort Parkway,Nashville,TN,37216,35.846933,-86.440636
Circle K,Mon-Sun: 6am-12am,"2320 Mercury Blvd, Nashville, TN, 37216",2320 Mercury Blvd,Nashville,TN,37216,35.833882,-86.35031239999999
Kwik Sak,Mon-Sun: 6am-12am,"4160 Clarksville Pike, Nashville, TN, 37216",4160 Clarksville Pike,Nashville,TN,37216,36.2181467,-86.83679959999999
GC Mart Gas Station,Mon-Sun: 6am-12am,"10 Fairfield Ave, Nashville, TN, 37216",10 Fairfield Ave,Nashville,TN,37216,36.1478526,-86.7580965
Vape Zone,Mon-Sun: 6am-12am,"2613 8th Ave S Suite 105, Nashville, TN, 37216",2613 8th Ave S Suite 105,Nashville,TN,37216,36.1200139,-86.77761249999999
Opry Mills,Mon-Sun: 6am-12am,"433 Opry Mills Dr, Nashville, TN, 37216",433 Opry Mills Dr,Nashville,TN,37216,36.2038137,-86.69341159999999
Kwik Sak Gas Station,Mon-Sun: 6am-12am,"2804 Westend Ave, Nashville, TN, 37216",2804 Westend Ave,Nashville,TN,37216,36.1450959,-86.81271749999999
Kwik Sak,Mon-Sun: 6am-12am,"3710 Gallatin Pike, Nashville, TN, 37216",3710 Gallatin Pike,Nashville,TN,37216,36.2140222,-86.730262
Star Stop,Mon-Sun: 10:00am - 10:00pm,"7701 CAMERON ROAD, Wichita Falls, TX, 76308",7701 CAMERON ROAD,Wichita Falls,TX,76308,33.870636,-98.54055149999999
William Food Mart,Mon-Sun: 10:00am - 10:00pm,"621 Woodcrest Ln, Wichita Falls, TX, 76308",621 Woodcrest Ln,Wichita Falls,TX,76308,33.9002616,-98.56230049999999
Arlington-Break Time,Mon-Sun: 10:00am - 10:00pm,"3100 Meadowbrook Blvd, Wichita Falls, TX, 76308",3100 Meadowbrook Blvd,Wichita Falls,TX,76308,33.8708688,-98.5534967
Smartphone Fix,Mon-Sun: 10:00am - 10:00pm,"1902b Baird Farm Rd., Wichita Falls, TX, 76308",1902b Baird Farm Rd.,Wichita Falls,TX,76308,32.7646922,-97.08582039999999
Smokin Burnouts Smoke Shop,Mon-Sun: 10:00am - 10:00pm,"5501 N Lamar Blvd Ste B105, Wichita Falls, TX, 76308",5501 N Lamar Blvd Ste B105,Wichita Falls,TX,76308,30.3229634,-97.72794720000002
Star Stop,Mon-Sun: 10:00am - 10:00pm,"13466 U.S. 183, Wichita Falls, TX, 76308",13466 U.S. 183,Wichita Falls,TX,76308,30.4481083,-97.79110179999999
Barton Creek Square,Mon-Sun: 10:00am - 10:00pm,"2901 S Capital of Texas Hwy, Wichita Falls, TX, 76308",2901 S Capital of Texas Hwy,Wichita Falls,TX,76308,30.25765269999999,-97.80725450000001
Star Stop,Mon-Sun: 10:00am - 10:00pm,"2909 W ANDERSON LN, Wichita Falls, TX, 76308",2909 W ANDERSON LN,Wichita Falls,TX,76308,30.3593641,-97.73812679999999
Star Stop,Mon-Sun: 10:00am - 10:00pm,"1919 S PLEASANT VALLEY RD, Wichita Falls, TX, 76308",1919 S PLEASANT VALLEY RD,Wichita Falls,TX,76308,33.9389854,-98.58950159999999
Star Stop,Mon-Sun: 10:00am - 10:00pm,"6903 BRODIE LN, Wichita Falls, TX, 76308",6903 BRODIE LN,Wichita Falls,TX,76308,30.2139068,-97.8298265
Star Stop,Mon-Sun: 10:00am - 10:00pm,"3404 U.S. 183, Wichita Falls, TX, 76308",3404 U.S. 183,Wichita Falls,TX,76308,30.2002397,-97.68466029999999
Smart Stop,Mon-Sun: 10:00am - 10:00pm,"2700 S Congress, Wichita Falls, TX, 76308",2700 S Congress,Wichita Falls,TX,76308,33.8511616,-98.544636
Smoking Burnouts Smoke Shop,Mon-Sun: 10:00am - 10:00pm,"2707 Rogge Ln STE A, Wichita Falls, TX, 76308",2707 Rogge Ln STE A,Wichita Falls,TX,76308,30.3045757,-97.68223979999999
Star Stop,Mon-Sun: 10:00am - 10:00pm,"3828 NORTH I H 35, Wichita Falls, TX, 76308",3828 NORTH I H 35,Wichita Falls,TX,76308,31.9672303,-97.1194975
Star Stop,Mon-Sun: 10:00am - 10:00pm,"5801 N INTERSTATE 35, Wichita Falls, TX, 76308",5801 N INTERSTATE 35,Wichita Falls,TX,76308,31.9672303,-97.1194975
Charge Up,Mon-Sun: 10:00am - 10:00pm,"4015 Eastex Fwy, Wichita Falls, TX, 76308",4015 Eastex Fwy,Wichita Falls,TX,76308,30.1584274,-94.18151120000002
Charge Up,Mon-Sun: 10:00am - 10:00pm,"1410 W Virginia St, Wichita Falls, TX, 76308",1410 W Virginia St,Wichita Falls,TX,76308,33.8511616,-98.544636
Sunrise Mall,Mon-Sun: 10:00am - 10:00pm,"2370 N Expressway, Wichita Falls, TX, 76308",2370 N Expressway,Wichita Falls,TX,76308,33.8511616,-98.544636
Charge Up,Mon-Sun: 10:00am - 10:00pm,"440 SW Wilshire Blvd, Wichita Falls, TX, 76308",440 SW Wilshire Blvd,Wichita Falls,TX,76308,32.53869450000001,-97.33351239999999
Circle K,Mon-Sun: 10:00am - 10:00pm,"2146 N JOSEY LN, Wichita Falls, TX, 76308",2146 N JOSEY LN,Wichita Falls,TX,76308,32.9738885,-96.88911829999999
Trinity Beer and Wine,Mon-Sun: 10:00am - 10:00pm,"2760 E Trinity Mills Rd, Wichita Falls, TX, 76308",2760 E Trinity Mills Rd,Wichita Falls,TX,76308,32.9857791,-96.8573203
Lakeline Mall,Mon-Sun: 10:00am - 10:00pm,"11200 Lakeline Mall Dr, Wichita Falls, TX, 76308",11200 Lakeline Mall Dr,Wichita Falls,TX,76308,33.8511616,-98.544636
Fastway Food Mart,Mon-Sun: 10:00am - 10:00pm,"2509 S Bell Blvd., Wichita Falls, TX, 76308",2509 S Bell Blvd.,Wichita Falls,TX,76308,33.8511616,-98.544636
Chevron Gas,Mon-Sun: 10:00am - 10:00pm,"411 Sheldon Rd, Wichita Falls, TX, 76308",411 Sheldon Rd,Wichita Falls,TX,76308,33.8511616,-98.544636
Shell Gas,Mon-Sun: 10:00am - 10:00pm,"17141 I-10, Wichita Falls, TX, 76308",17141 I-10,Wichita Falls,TX,76308,29.7909918,-95.09008910000001
Post Oak Mall,Mon-Sun: 10:00am - 10:00pm,"1500 Harvey Road, Wichita Falls, TX, 76308",1500 Harvey Road,Wichita Falls,TX,76308,33.8747847,-98.4908789
Exxon Gas Station,Mon-Sun: 10:00am - 10:00pm,"1103 William D Finch Pkwy, Wichita Falls, TX, 76308",1103 William D Finch Pkwy,Wichita Falls,TX,76308,30.560542,-96.25690739999999
Valero,Mon-Sun: 10:00am - 10:00pm,"700 E Davis St, Wichita Falls, TX, 76308",700 E Davis St,Wichita Falls,TX,76308,33.9299643,-98.49982759999999
Shell,Mon-Sun: 10:00am - 10:00pm,"1203 N Loop 336 E, Wichita Falls, TX, 76308",1203 N Loop 336 E,Wichita Falls,TX,76308,30.3406133,-95.43547989999999
Corner Mart,Mon-Sun: 10:00am - 10:00pm,"1102 S FM-116, Wichita Falls, TX, 76308",1102 S FM-116,Wichita Falls,TX,76308,31.1114419,-97.9096479
Smokers Xchange,Mon-Sun: 10:00am - 10:00pm,"13505 Montfort Place, Wichita Falls, TX, 76308",13505 Montfort Place,Wichita Falls,TX,76308,32.931986,-96.81169679999999
My Beer Store 2,Mon-Sun: 10:00am - 10:00pm,"18900 Dallas Parkway Ste 100, Wichita Falls, TX, 76308",18900 Dallas Parkway Ste 100,Wichita Falls,TX,76308,33.0064756,-96.8280101
Green House Food Mart,Mon-Sun: 10:00am - 10:00pm,"3322 Sylvan Ave, Wichita Falls, TX, 76308",3322 Sylvan Ave,Wichita Falls,TX,76308,32.7822215,-96.83547809999999
Drive-In Mobile Mart,Mon-Sun: 10:00am - 10:00pm,"5711 E Grand Ave., Wichita Falls, TX, 76308",5711 E Grand Ave.,Wichita Falls,TX,76308,33.8511616,-98.544636
Circle K,Mon-Sun: 10:00am - 10:00pm,"7887 MCCALLUM BLVD, Wichita Falls, TX, 76308",7887 MCCALLUM BLVD,Wichita Falls,TX,76308,32.9882916,-96.7686804
